z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	my steve +	 LATT=  46.36 LONG= 113.94
166.6.10.213	10:40 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	10:49 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	10:51 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	10:52 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
10.10.10.90	11:00 am  Thursday September 17, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
166.6.10.213	11:01 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:03 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:04 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
10.10.10.219	11:05 am  Thursday September 17, 2009	SEXTON SUMMIT WB OR	 LATT=  42.62 LONG=-123.37
10.10.10.56	11:06 am  Thursday September 17, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
10.10.10.38	11:07 am  Thursday September 17, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
166.6.10.213	11:49 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:54 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:55 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:56 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:57 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	11:58 am  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:03 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:05 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:06 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:15 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:17 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:18 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:24 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:26 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:27 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:34 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:36 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:37 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:41 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:43 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:45 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:49 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:50 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:52 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	12:57 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:00 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:03 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:04 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:09 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:11 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:13 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:18 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:19 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:22 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:29 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:31 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	01:33 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	02:12 pm  Thursday September 17, 2009	Station CA +	 LATT=  34.29 LONG= 118.22
166.6.10.213	02:16 pm  Thursday September 17, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	02:18 pm  Thursday September 17, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	02:19 pm  Thursday September 17, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	02:19 pm  Thursday September 17, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	02:21 pm  Thursday September 17, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	06:32 pm  Thursday September 17, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	07:52 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	07:56 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:02 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:14 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:15 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:16 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:17 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:20 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:21 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:27 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:30 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:31 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:34 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:50 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:52 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:56 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	08:59 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:01 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:05 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:07 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:13 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:25 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:29 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:34 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:37 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:41 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:43 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:44 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:47 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:48 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:50 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:54 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:56 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:56 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	09:57 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:03 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:04 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:06 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:08 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:10 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:11 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:14 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:14 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:16 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:18 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:20 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:21 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:22 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.6.10.213	10:24 am  Friday September 18, 2009	MT WILSON FC 338B CA	 LATT=  34.23 LONG=-118.07
166.5.18.73	09:56 am  Tuesday September 22, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	10:00 am  Tuesday September 22, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	10:03 am  Tuesday September 22, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	03:31 pm  Tuesday September 22, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
146.76.124.224	12:59 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	01:03 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	01:05 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
64.146.255.42	01:10 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	01:27 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	01:28 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	01:35 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	01:39 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.224	02:22 pm  Thursday September 24, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.221	07:39 am  Monday September 28, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.221	07:42 am  Monday September 28, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
146.76.124.221	08:12 am  Monday September 28, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
166.2.22.228	04:08 pm  Monday September 28, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG=-145.71
146.76.124.224	04:14 pm  Monday September 28, 2009	CONCONULLY WA	 LATT=  48.57 LONG=-119.75
143.120.59.44	08:52 am  Wednesday September 30, 2009	ALBUQUERQUE WB AP NM	 LATT=  35.05 LONG=-106.62
166.2.64.118	03:58 pm  Wednesday September 30, 2009	BRYCE CANYON NATL PK HD	 LATT=  37.65 LONG=-112.17
166.2.64.118	03:59 pm  Wednesday September 30, 2009	BRYCE CANYON NATL PK HD	 LATT=  37.65 LONG=-112.17
166.7.77.176	07:17 am  Friday October 2, 2009	HELENA WB AP MT +	 LATT=  46.56 LONG= 112.30
166.7.77.176	07:21 am  Friday October 2, 2009	HELENA WB AP MT +	 LATT=  46.56 LONG= 112.30
166.6.191.208	12:28 pm  Friday October 2, 2009	TOKETEE FALLS OR	 LATT=  43.28 LONG=-122.45
166.6.191.208	12:31 pm  Friday October 2, 2009	TOKETEE FALLS OR	 LATT=  43.28 LONG=-122.45
166.2.83.34	11:40 am  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	11:41 am  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	11:49 am  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	11:58 am  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:20 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:21 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:21 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:30 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:39 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:40 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:41 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:42 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:43 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:43 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:44 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:46 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:47 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:48 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:57 pm  Monday October 5, 2009	LakeForkFire_upper +	 LATT=  39.90 LONG= 111.47
166.2.83.34	12:59 pm  Monday October 5, 2009	LakeForkFire_lower +	 LATT=  39.91 LONG= 111.52
166.2.124.196	02:32 pm  Monday October 5, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
80.191.248.125	00:57 am  Thursday October 8, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
166.5.207.55	04:06 pm  Saturday October 10, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
166.2.83.34	09:37 am  Monday October 12, 2009	LakeForkFire_lower +	 LATT=  39.91 LONG= 111.52
166.2.83.34	09:41 am  Monday October 12, 2009	LakeForkFire_lower +	 LATT=  39.91 LONG= 111.52
166.2.83.34	09:43 am  Monday October 12, 2009	LakeForkFire_lower +	 LATT=  39.91 LONG= 111.52
166.5.207.224	10:50 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:29 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:33 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:33 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:34 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:38 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:39 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:41 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:42 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:43 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:46 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:47 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:48 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:53 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:55 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	11:57 am  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:14 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:17 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:18 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:20 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:40 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:46 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:48 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:49 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:50 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:51 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:52 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:53 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:54 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:55 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:56 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	12:56 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
166.5.207.224	01:02 pm  Monday October 12, 2009	Sheep Creek Final +	 LATT=  34.27 LONG= 117.50
207.55.233.12	01:14 pm  Wednesday October 14, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
166.2.22.120	08:41 am  Thursday October 15, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
166.5.128.47	08:43 am  Thursday October 15, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
166.2.125.23	03:15 pm  Thursday October 15, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
170.164.246.34	09:47 am  Friday October 16, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
170.164.246.34	09:55 am  Friday October 16, 2009	BEAUMONT WBO CA	 LATT=  33.93 LONG=-116.93
170.164.246.34	10:40 am  Friday October 16, 2009	BEAUMONT WBO CA	 LATT=  33.93 LONG=-116.93
166.3.38.129	11:17 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:18 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:19 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:20 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:21 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:21 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:22 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:23 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
166.3.38.129	11:23 am  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
63.204.130.177	02:53 pm  Monday October 19, 2009	LODI CA +	 LATT=  38.12 LONG=-121.28
63.202.42.120	03:58 pm  Monday October 19, 2009	Beaumont Pumping Plant, CA +	 LATT=  34.13 LONG=-117.27
166.3.38.129	04:35 pm  Monday October 19, 2009	Durfee +	 LATT=  34.50 LONG= 110.78
170.164.244.27	09:39 am  Tuesday October 20, 2009	BEAUMONT WBO CA	 LATT=  33.93 LONG=-116.93
170.164.244.27	10:15 am  Tuesday October 20, 2009	BEAUMONT WBO CA	 LATT=  33.93 LONG=-116.93
63.202.42.120	05:37 pm  Tuesday October 20, 2009	Beaumont Pumping Plant, CA +	 LATT=  34.13 LONG=-117.27
170.164.244.27	07:17 am  Wednesday October 21, 2009	BEAUMONT pumping plant CA +	 LATT=  33.93 LONG=-116.93
166.2.125.242	11:40 am  Monday October 26, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
166.2.125.242	12:30 pm  Monday October 26, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
166.2.125.242	12:34 pm  Monday October 26, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
166.2.125.242	12:34 pm  Monday October 26, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
166.2.125.85	01:01 pm  Monday October 26, 2009	CHEESMAN CO	 LATT=  39.22 LONG=-105.28
166.5.18.73	01:19 pm  Monday October 26, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.3.47.248	09:37 am  Tuesday October 27, 2009	FORT BAYARD NM +	 LATT=  32.80 LONG=-108.15
166.3.47.248	09:37 am  Tuesday October 27, 2009	FORT BAYARD NM +	 LATT=  32.80 LONG=-108.15
166.3.47.248	09:39 am  Tuesday October 27, 2009	FORT BAYARD NM +	 LATT=  32.80 LONG=-108.15
166.3.47.248	09:39 am  Tuesday October 27, 2009	FORT BAYARD NM +	 LATT=  32.80 LONG=-108.15
166.3.47.248	09:45 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.3.47.248	09:46 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.3.47.248	09:46 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.3.47.248	10:12 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.3.47.248	10:29 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.3.47.248	10:30 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.3.47.248	10:31 am  Tuesday October 27, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.2.22.228	03:26 pm  Wednesday October 28, 2009	CHEESMAN CO +	 LATT=  39.22 LONG= 105.24
166.3.47.248	02:52 pm  Thursday October 29, 2009	FORT BAYARD NM 1 +	 LATT=  32.88 LONG= 108.23
166.7.101.77	11:13 am  Monday November 2, 2009	YELLOWTAIL DAM MT	 LATT=  45.32 LONG=-107.92
166.6.80.151	11:14 am  Monday November 2, 2009	t_waterline +	 LATT=  45.33 LONG= 121.66
166.6.80.151	11:14 am  Monday November 2, 2009	t_waterline +	 LATT=  45.33 LONG= 121.66
166.2.22.228	11:40 am  Tuesday November 3, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG=-145.71
166.2.22.228	11:53 am  Tuesday November 3, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG=-145.71
166.2.22.228	12:10 pm  Tuesday November 3, 2009	HAVRE WSO AP MT	 LATT=  48.55 LONG=-109.77
166.2.22.228	12:20 pm  Tuesday November 3, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
166.2.22.228	12:24 pm  Tuesday November 3, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
166.2.22.228	12:29 pm  Tuesday November 3, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG=-145.71
166.7.101.77	01:18 pm  Tuesday November 3, 2009	YELLOWTAIL DAM MT	 LATT=  45.32 LONG=-107.92
166.5.18.73	10:01 am  Wednesday November 4, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	10:10 am  Wednesday November 4, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	12:56 pm  Wednesday November 4, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	01:01 pm  Wednesday November 4, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	01:02 pm  Wednesday November 4, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
166.5.18.73	01:06 pm  Wednesday November 4, 2009	Waterman 3200ft +	 LATT=  40.85 LONG= 123.45
204.124.92.254	02:52 pm  Wednesday November 4, 2009	HELENA WB AP MT	 LATT=  46.60 LONG=-112.00
204.124.92.254	02:54 pm  Wednesday November 4, 2009	HELENA WB AP MT	 LATT=  46.60 LONG=-112.00
