z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	3	  my steve +                            	 LATT=  46.36 LONG= 113.94
166.5.81.32	04:33 pm  Tuesday December 15, 2009	30	  m1_sanhedrin_ +                       	 LATT=  39.63 LONG= 122.95
166.5.81.32	04:34 pm  Tuesday December 15, 2009	30	  m1_sanhedrin_ +                       	 LATT=  39.63 LONG= 122.95
166.5.81.32	04:35 pm  Tuesday December 15, 2009	30	  m1_sanhedrin_ +                       	 LATT=  39.63 LONG= 122.95
166.5.84.104	05:26 pm  Tuesday December 15, 2009	30	  UKIAH CA                              	 LATT=  39.15 LONG=-123.20
166.7.101.77	07:52 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	07:53 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	07:55 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	07:58 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	08:01 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	08:01 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	08:04 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	08:05 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	08:06 am  Wednesday December 16, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
199.131.167.171	12:14 pm  Wednesday December 16, 2009	30	  CHARLESTON KAN AP WV                  	 LATT=  38.37 LONG= -81.60
199.131.167.171	12:17 pm  Wednesday December 16, 2009	30	  CHARLESTON KAN AP WV                  	 LATT=  38.37 LONG= -81.60
199.131.167.171	12:21 pm  Wednesday December 16, 2009	30	  CHARLESTON KAN AP WV                  	 LATT=  38.37 LONG= -81.60
199.131.167.171	12:31 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:35 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:36 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:37 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:37 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:38 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:39 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:39 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	12:40 pm  Wednesday December 16, 2009	15	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
166.5.84.104	12:47 pm  Wednesday December 16, 2009	30	  UKIAH CA                              	 LATT=  39.15 LONG=-123.20
166.5.84.104	12:49 pm  Wednesday December 16, 2009	30	  UKIAH CA                              	 LATT=  39.15 LONG=-123.20
166.5.84.104	12:49 pm  Wednesday December 16, 2009	30	  UKIAH CA                              	 LATT=  39.15 LONG=-123.20
166.5.81.32	05:57 pm  Wednesday December 16, 2009	30	  m1_sanhedrin_ +                       	 LATT=  39.63 LONG= 122.95
166.5.81.32	05:58 pm  Wednesday December 16, 2009	30	  m1_sanhedrin_ +                       	 LATT=  39.63 LONG= 122.95
166.5.81.32	06:16 pm  Wednesday December 16, 2009	30	  sheep +                               	 LATT=  39.58 LONG= 122.81
166.5.81.32	06:16 pm  Wednesday December 16, 2009	30	  sheep +                               	 LATT=  39.58 LONG= 122.81
166.5.81.32	06:32 pm  Wednesday December 16, 2009	30	  stjohn +                              	 LATT=  39.44 LONG= 122.96
166.5.81.32	06:33 pm  Wednesday December 16, 2009	30	  stjohn +                              	 LATT=  39.44 LONG= 122.96
75.164.148.181	09:18 pm  Wednesday December 16, 2009	30	  SEELEY LAKE RS MT 22.55 +             	 LATT=  47.14 LONG= 113.60
199.131.167.171	05:54 am  Thursday December 17, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	05:57 am  Thursday December 17, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	05:58 am  Thursday December 17, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.167.171	05:59 am  Thursday December 17, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
166.7.101.77	07:08 am  Thursday December 17, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	07:09 am  Thursday December 17, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	07:10 am  Thursday December 17, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
134.121.204.104	01:42 pm  Thursday December 17, 2009	30	  ESTES PARK 1N CO                      	 LATT=  40.38 LONG=-105.52
199.131.167.171	06:26 am  Friday December 18, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
164.64.147.106	02:28 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:29 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:29 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:30 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:31 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:31 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:32 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:32 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:32 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:34 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
164.64.147.106	02:34 pm  Friday December 18, 2009	30	  FRUITLAND NM                          	 LATT=  36.73 LONG=-108.40
208.80.193.58	04:23 pm  Friday December 18, 2009	1		
208.80.193.40	06:03 pm  Saturday December 19, 2009	1		
208.80.193.42	02:18 am  Monday December 21, 2009	1		
166.6.180.81	02:55 pm  Monday December 21, 2009	50	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	08:41 am  Tuesday December 22, 2009	50	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	09:03 am  Tuesday December 22, 2009	50	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	09:04 am  Tuesday December 22, 2009	50	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	09:04 am  Tuesday December 22, 2009	50	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
208.80.193.37	11:06 am  Tuesday December 22, 2009	1		
216.227.95.58	11:07 am  Tuesday December 22, 2009	30	  AUGUSTA CAA AIRPORT ME                	 LATT=  44.32 LONG= -69.80
216.227.95.58	11:29 am  Tuesday December 22, 2009	30	  AUGUSTA CAA AIRPORT ME                	 LATT=  44.32 LONG= -69.80
216.227.95.58	11:30 am  Tuesday December 22, 2009	30	  AUGUSTA CAA AIRPORT ME                	 LATT=  44.32 LONG= -69.80
216.227.95.58	11:31 am  Tuesday December 22, 2009	30	  AUGUSTA CAA AIRPORT ME                	 LATT=  44.32 LONG= -69.80
216.227.95.58	11:34 am  Tuesday December 22, 2009	30	  AUGUSTA CAA AIRPORT ME                	 LATT=  44.32 LONG= -69.80
166.7.101.77	02:08 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:09 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:09 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:10 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:10 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:11 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:11 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:11 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:12 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:12 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:13 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:13 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:13 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:14 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:14 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:15 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:15 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:15 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:15 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
166.7.101.77	02:16 pm  Tuesday December 22, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.15 LONG= 108.45
70.192.209.66	06:25 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:27 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:28 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:29 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:31 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:32 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:33 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:34 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:35 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:36 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:38 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
70.192.209.66	06:39 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.24 LONG= 108.58
72.45.170.170	07:31 am  Wednesday December 23, 2009	30	  PORTLAND WB AIRPORT ME                	 LATT=  43.65 LONG= -70.32
199.131.171.112	07:36 am  Wednesday December 23, 2009	30	  SEELEY LAKE RS MT 22.55 +             	 LATT=  47.14 LONG= 113.60
199.131.171.112	07:40 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.171.112	07:41 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.171.112	07:43 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.171.112	07:44 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
70.193.213.18	07:45 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.32 LONG=-107.92
70.193.213.18	07:46 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.32 LONG=-107.92
199.131.171.112	07:46 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
70.193.213.18	07:48 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.32 LONG=-107.92
199.131.171.112	07:50 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.171.112	07:51 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.171.112	07:52 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
199.131.171.112	07:53 am  Wednesday December 23, 2009	30	  WARREN PA                             	 LATT=  41.83 LONG= -79.15
70.193.213.18	07:56 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	07:57 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	07:58 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	07:59 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:01 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:02 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:03 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:05 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:06 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:08 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:09 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:10 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:10 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:17 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:18 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
70.193.213.18	08:19 am  Wednesday December 23, 2009	100	  YELLOWTAIL DAM MT +                   	 LATT=  45.14 LONG= 108.44
166.6.180.81	09:58 am  Wednesday December 23, 2009	50	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:00 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:05 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:11 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:12 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:13 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:20 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:22 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
166.6.180.81	10:22 am  Wednesday December 23, 2009	30	  BuckForest25 +                        	 LATT=  48.60 LONG= 120.47
204.124.92.254	11:39 am  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:45 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:46 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:48 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:50 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:56 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:57 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:58 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	11:58 am  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:00 pm  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:19 pm  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:20 pm  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:21 pm  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:21 pm  Wednesday December 23, 2009	20	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:22 pm  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:24 pm  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	12:25 pm  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	01:06 pm  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	01:06 pm  Wednesday December 23, 2009	30	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	01:08 pm  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
204.124.92.254	01:08 pm  Wednesday December 23, 2009	10	  SPENCER CK OR +                       	 LATT=  42.31 LONG= 122.07
166.7.151.95	01:22 pm  Wednesday December 23, 2009	30	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:23 pm  Wednesday December 23, 2009	30	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:39 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:39 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:40 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:41 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:41 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:42 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:43 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:44 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:44 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:44 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:44 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:45 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:46 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:46 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:47 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:47 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:48 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:48 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:49 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:49 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:49 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	01:50 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:04 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:04 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:05 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:05 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:06 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:06 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:07 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:07 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:08 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:08 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:09 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:09 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:10 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:10 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:11 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:11 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:12 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:12 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:12 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:13 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:14 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:14 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:15 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:16 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:16 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:16 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:17 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:17 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
166.7.151.95	02:18 pm  Wednesday December 23, 2009	50	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
